genus	class	phylum
Paludirhabdus	Bacilli	Bacillota
Schneideria	Gammaproteobacteria	Pseudomonadota
NA	Chrysiogenetes	Chrysiogenota
NA	Candidatus Cloacimonadia	Candidatus Cloacimonadota
Riesia	Gammaproteobacteria	Pseudomonadota
Jidaibacter	Alphaproteobacteria	Pseudomonadota
Aquifex	Aquificae	Aquificota
Candidatus Hydrogenosomobacter	Alphaproteobacteria	Pseudomonadota
Aquarickettsia	Alphaproteobacteria	Pseudomonadota
Xianfuyuplasma	Candidatus Izimaplasma	Mycoplasmatota
Hepatoplasma	Mollicutes	Mycoplasmatota
Wigglesworthia	Gammaproteobacteria	Pseudomonadota
Atopobacter	Bacilli	Bacillota
Nanoperiomorbus	Candidatus Nanoperiomorbia	Candidatus Saccharibacteria
Nesciobacter	Alphaproteobacteria	Pseudomonadota
Endoecteinascidia	Gammaproteobacteria	Pseudomonadota
Reidiella	Gammaproteobacteria	Pseudomonadota
Thioalkalibacter	Gammaproteobacteria	Pseudomonadota
Bavariicoccus	Bacilli	Bacillota
NA	NA	Kiritimatiellota
Caedimonas	Alphaproteobacteria	Pseudomonadota
Sporanaerobacter	Tissierellia	Bacillota
Candidatus Piscichlamydia	Chlamydiia	Chlamydiota
Altericista	Cyanophyceae	Cyanobacteriota
Nicoliella	Bacilli	Bacillota
Caldanaerovirga	Clostridia	Bacillota
Candidatus Neoehrlichia	Alphaproteobacteria	Pseudomonadota
Canicola	Gammaproteobacteria	Pseudomonadota
NA	Syntrophorhabdia	Thermodesulfobacteriota
Cryptobacterium	Coriobacteriia	Actinomycetota
Wilmottia	Cyanophyceae	Cyanobacteriota
Muricaecibacterium	Coriobacteriia	Actinomycetota
Zinderia	Betaproteobacteria	Pseudomonadota
Alitiscatomonas	Clostridia	Bacillota
Leahibacter	Alphaproteobacteria	Pseudomonadota
Turicimonas	Betaproteobacteria	Pseudomonadota
Petalonema	Cyanophyceae	Cyanobacteriota
Arocatia	Gammaproteobacteria	Pseudomonadota
Desulfitispora	Desulfitisporia	Bacillota
Fokinia	Alphaproteobacteria	Pseudomonadota
Aestuarium	Alphaproteobacteria	Pseudomonadota
Streptohalobacillus	Bacilli	Bacillota
Anaerorhabdus	Erysipelotrichia	Bacillota
Annandia	Gammaproteobacteria	Pseudomonadota
Aggregicoccus	Myxococcia	Myxococcota
Plectolyngbya	Cyanophyceae	Cyanobacteriota
Doolittlea	Gammaproteobacteria	Pseudomonadota
Pseudaeromonas	Gammaproteobacteria	Pseudomonadota
Brevinema	Spirochaetia	Spirochaetota
Candidatus Thiobius	Gammaproteobacteria	Pseudomonadota
Alteracholeplasma	Mollicutes	Mycoplasmatota
NA	NA	Candidatus Collierbacteria
NA	Deferribacteres	Deferribacterota
Sulfotelmatobacter	Terriglobia	Acidobacteriota
Shikimatogenerans	Flavobacteriia	Bacteroidota
Daeguia	Alphaproteobacteria	Pseudomonadota
Procabacter	Betaproteobacteria	Pseudomonadota
Muriventricola	Clostridia	Bacillota
NA	NA	Candidatus Poribacteria
Renichlamydia	Chlamydiia	Chlamydiota
Symphyonema	Cyanophyceae	Cyanobacteriota
Mergibacter	Gammaproteobacteria	Pseudomonadota
Hepatincola	Alphaproteobacteria	Pseudomonadota
Macrochaete	Cyanophyceae	Cyanobacteriota
Tildeniella	Cyanophyceae	Cyanobacteriota
Smithella	Syntrophia	Thermodesulfobacteriota
Brotolimicola	Clostridia	Bacillota
Litorisediminicola	Alphaproteobacteria	Pseudomonadota
Ichthyenterobacterium	Flavobacteriia	Bacteroidota
Catellicoccus	Bacilli	Bacillota
Acidicaldus	Alphaproteobacteria	Pseudomonadota
Allohahella	Gammaproteobacteria	Pseudomonadota
Philodulcilactobacillus	Bacilli	Bacillota
Suonthocola	Clostridia	Bacillota
Bovifimicola	Clostridia	Bacillota
Marithioploca	Gammaproteobacteria	Pseudomonadota
Parasynechococcus	Cyanophyceae	Cyanobacteriota
Mikella	Gammaproteobacteria	Pseudomonadota
NA	Candidatus Thermofonsia	Chloroflexota
Candidatus Minimicrobia	NA	Candidatus Saccharibacteria
Endoriftia	Gammaproteobacteria	Pseudomonadota
Desulfoconvexum	Desulfobacteria	Thermodesulfobacteriota
Candidatus Walczuchella	Flavobacteriia	Bacteroidota
Westeberhardia	Gammaproteobacteria	Pseudomonadota
Coetzeea	Gammaproteobacteria	Pseudomonadota
Candidatus Sneabacter	Alphaproteobacteria	Pseudomonadota
Williamsoniiplasma	Mollicutes	Mycoplasmatota
Desulfocella	Desulfobacteria	Thermodesulfobacteriota
NA	NA	Lentisphaerota
Desulfocastanea	Desulfobulbia	Thermodesulfobacteriota
Ischnodemia	Gammaproteobacteria	Pseudomonadota
Thiophysa	Gammaproteobacteria	Pseudomonadota
Saccharimonas	Candidatus Saccharimonadia	Candidatus Saccharibacteria
Candidatus Nitrotheca	NA	Chloroflexota
Thermomarinilinea	Anaerolineae	Chloroflexota
Symplocastrum	Cyanophyceae	Cyanobacteriota
Alisedimentitalea	Alphaproteobacteria	Pseudomonadota
Cyrtobacter	Alphaproteobacteria	Pseudomonadota
Dechloromarinus	Gammaproteobacteria	Pseudomonadota
Alexandriicola	Alphaproteobacteria	Pseudomonadota
Maribeggiatoa	Gammaproteobacteria	Pseudomonadota
Candidatus Profftella	Betaproteobacteria	Pseudomonadota
Galliscardovia	Actinomycetes	Actinomycetota
Halioxenophilus	Gammaproteobacteria	Pseudomonadota
Rosenkranzia	Gammaproteobacteria	Pseudomonadota
Candidatus Electrothrix	Desulfobulbia	Thermodesulfobacteriota
NA	Desulfarculia	Thermodesulfobacteriota
Puchtella	Gammaproteobacteria	Pseudomonadota
Thiolamprovum	Gammaproteobacteria	Pseudomonadota
Dichloromethanomonas	Clostridia	Bacillota
Rhodocista	Alphaproteobacteria	Pseudomonadota
Pilibacter	Bacilli	Bacillota
Caviibacter	Fusobacteriia	Fusobacteriota
Phaeochromatium	Gammaproteobacteria	Pseudomonadota
Sulfotelmatomonas	Terriglobia	Acidobacteriota
Komarkovaea	Cyanophyceae	Cyanobacteriota
Geminobacterium	Cyanophyceae	Cyanobacteriota
NA	NA	Candidatus Magasanikbacteria
Niameybacter	Clostridia	Bacillota
Pycnacronema	Cyanophyceae	Cyanobacteriota
Polycladospora	Bacilli	Bacillota
Reichenowia	Alphaproteobacteria	Pseudomonadota
Trichodesmium	Cyanophyceae	Cyanobacteriota
Eucapsis	Cyanophyceae	Cyanobacteriota
Aliinostoc	Cyanophyceae	Cyanobacteriota
Heteroscytonema	Cyanophyceae	Cyanobacteriota
Kleidoceria	Gammaproteobacteria	Pseudomonadota
Azorhizophilus	Gammaproteobacteria	Pseudomonadota
Endothiovibrio	Gammaproteobacteria	Pseudomonadota
Jaaginema	Cyanophyceae	Cyanobacteriota
Hydrocoryne	Cyanophyceae	Cyanobacteriota
Calenema	Cyanophyceae	Cyanobacteriota
Piscichlamydia	Chlamydiia	Chlamydiota
Desulfothermus	Desulfovibrionia	Thermodesulfobacteriota
Paraherbaspirillum	Betaproteobacteria	Pseudomonadota
Thalassoporum	Cyanophyceae	Cyanobacteriota
Scytonematopsis	Cyanophyceae	Cyanobacteriota
Candidatus Tokpelaia	Alphaproteobacteria	Pseudomonadota
Cryptococcum	Cyanophyceae	Cyanobacteriota
Shackletoniella	Cyanophyceae	Cyanobacteriota
Kaiparowitsia	Cyanophyceae	Cyanobacteriota
Magnetananas	Desulfobacteria	Thermodesulfobacteriota
Cephalothrix	Cyanophyceae	Cyanobacteriota
NA	NA	Fusobacteriota
Pelospora	Clostridia	Bacillota
Snowella	Cyanophyceae	Cyanobacteriota
Thioalkalispira	Gammaproteobacteria	Pseudomonadota
Timaviella	Cyanophyceae	Cyanobacteriota
Massilioclostridium	Clostridia	Bacillota
Symploca	Cyanophyceae	Cyanobacteriota
Anaerocellum	Clostridia	Bacillota
Leptoelongatus	Cyanophyceae	Cyanobacteriota
Marinicrinis	Bacilli	Bacillota
Candidatus Annandia	Gammaproteobacteria	Pseudomonadota
Candidatus Aquirickettsiella	Gammaproteobacteria	Pseudomonadota
Butyribacter	Clostridia	Bacillota
Leptochromothrix	Cyanophyceae	Cyanobacteriota
NA	Methylacidiphilae	Verrucomicrobiota
Electrothrix	Desulfobulbia	Thermodesulfobacteriota
Endobugula	Gammaproteobacteria	Pseudomonadota
Stigonema	Cyanophyceae	Cyanobacteriota
Candidatus Profftia	Gammaproteobacteria	Pseudomonadota
Aschnera	Gammaproteobacteria	Pseudomonadota
Candidatus Cytomitobacter	Alphaproteobacteria	Pseudomonadota
Thioprofundum	Gammaproteobacteria	Pseudomonadota
Cymatolege	Cyanophyceae	Cyanobacteriota
Candidatus Curculioniphilus	Gammaproteobacteria	Pseudomonadota
Phaeospirillum	Alphaproteobacteria	Pseudomonadota
Kotejella	Gammaproteobacteria	Pseudomonadota
Candidatus Photodesmus	Gammaproteobacteria	Pseudomonadota
Seminibacterium	Gammaproteobacteria	Pseudomonadota
Bathyoplasma	Candidatus Izimaplasma	Mycoplasmatota
Nephrothrix	Cytophagia	Bacteroidota
Desulfofaba	Desulfobacteria	Thermodesulfobacteriota
Wujia	Clostridia	Bacillota
Nunduva	Cyanophyceae	Cyanobacteriota
Craurococcus	Alphaproteobacteria	Pseudomonadota
Trichotorquatus	Cyanophyceae	Cyanobacteriota
Amphibiichlamydia	Chlamydiia	Chlamydiota
Anagnostidinema	Cyanophyceae	Cyanobacteriota
Captivus	Alphaproteobacteria	Pseudomonadota
NA	NA	Caldisericota
